order_id,transaction_id,User_ID,Payment_Method,shipping_cost,order_status,total_items,order_total
1078,5078,25f8c79a,Credit Card,7.51,Delivered,1,428.28
1079,5079,b17a50cf,Cash on Delivery,15.76,Delivered,2,698.85
1080,5080,f6460f4c,Credit Card,16.32,Delivered,2,457.31
1081,5081,77e477c0,UPI,6.33,Delivered,1,356.07
1082,5082,1b10748b,UPI,17.92,Delivered,2,33.91
1083,5083,ee2735fb,UPI,17.2,Cancelled,2,774.88
1084,5084,c427ea12,Credit Card,5.5,Returned,1,66.74
1085,5085,9db42c1b,Debit Card,6.37,Returned,2,646.46
1086,5086,3c3c8f20,Debit Card,5.74,Delivered,4,1351.82
1087,5087,e03f2fdc,UPI,10.02,Delivered,1,55.980000000000004
1088,5088,20eef2f5,Credit Card,12.64,Delivered,1,518.12
1089,5089,81c869a4,Credit Card,12.99,Delivered,1,421.38
1090,5090,67cc6644,Debit Card,9.02,Delivered,3,875.58
1091,5091,8837d8da,Cash on Delivery,18.67,Delivered,1,239.16
1092,5092,c6781108,Credit Card,10.52,Returned,3,726.3299999999999
1093,5093,63b7cb47,Cash on Delivery,5.68,Delivered,1,295.24
1094,5094,3e3b26e1,Debit Card,9.5,Delivered,3,1726.23
1095,5095,1a29d6ef,Cash on Delivery,12.97,Delivered,2,317.33
1096,5096,be409e17,Credit Card,11.12,Delivered,1,39.67
1097,5097,5f0bbdfb,Net Banking,9.11,Delivered,2,472.72
1098,5098,dff5463c,Cash on Delivery,6.97,Delivered,3,2703.4300000000003
1099,5099,1672d24e,Cash on Delivery,17.29,Delivered,1,759.78
1100,5100,a7e884cf,Cash on Delivery,19.94,Delivered,1,104.52
1101,5101,d5762773,Debit Card,9.94,Cancelled,1,39.08
1102,5102,82db2175,UPI,10.72,Delivered,1,444.12
1103,5103,41675c87,Credit Card,14.27,Delivered,2,2238.36
1104,5104,d6ee8e2b,Debit Card,15.78,Delivered,4,1545.99
1105,5105,1bcc7d66,Cash on Delivery,10.88,Cancelled,1,37.45
1106,5106,e3c4830d,Net Banking,18.57,Delivered,1,440.3
1107,5107,ad920469,Cash on Delivery,13.4,Delivered,2,916.75
1108,5108,bbcfa0fc,Cash on Delivery,11.76,Delivered,1,637.04
1109,5109,a31224b8,Credit Card,14.7,Cancelled,1,152.62
1110,5110,77df82ca,Cash on Delivery,19.29,Delivered,3,499.4
1111,5111,a3636616,Net Banking,16.92,Delivered,2,1666.21
1112,5112,73d0692f,Net Banking,5.6,Delivered,1,22.7
1113,5113,8e00f191,Credit Card,9.98,Delivered,1,110.06
1114,5114,860101ea,Net Banking,12.06,Delivered,2,1194.57
1115,5115,1c4f3915,Cash on Delivery,9.72,Delivered,1,473.68
1116,5116,0d3b08e0,Net Banking,15.5,Delivered,1,421.94
1117,5117,f3e197f3,UPI,17.39,Returned,2,478.53000000000003
1118,5118,86aa1cad,Cash on Delivery,15.97,Delivered,3,579.4
1119,5119,371ace0c,Net Banking,19.84,Cancelled,1,193.56
1120,5120,c7978493,Debit Card,9.09,Delivered,2,942.51
1121,5121,e4259534,Net Banking,18.12,Delivered,1,421.63
1122,5122,515fe1e7,Credit Card,16.5,Delivered,1,272.1
1123,5123,eb65d1ca,Debit Card,10.43,Delivered,2,496.43
1124,5124,97d651f2,Debit Card,16.01,Delivered,1,14.37
1125,5125,0be6c0bb,UPI,6.56,Delivered,2,562.1
1126,5126,7050349e,Debit Card,16.84,Delivered,2,1397.44
1127,5127,08f509e7,Credit Card,12.98,Delivered,2,494.22
1128,5128,dc743e0d,Credit Card,9.38,Delivered,2,386.40000000000003
1129,5129,e2f51045,Debit Card,14.84,Delivered,1,263.25
1130,5130,d374b1f9,Cash on Delivery,14.62,Delivered,1,160.1
1131,5131,5d31e0f4,Net Banking,8.14,Cancelled,1,364.97
1132,5132,e95af48a,Cash on Delivery,5.46,Delivered,1,199.44
1133,5133,4ce70e71,UPI,11.5,Delivered,2,410.17
1134,5134,a33bd4fb,Cash on Delivery,13.54,Returned,2,478.71000000000004
1135,5135,45177a4d,Cash on Delivery,18.15,Returned,1,164.22
1136,5136,095bcc91,Net Banking,18.92,Delivered,1,843.4
1137,5137,de8c7e00,Net Banking,12.93,Delivered,1,153.38
1138,5138,26a29655,Credit Card,16.31,Delivered,1,385.04999999999995
1139,5139,56813cff,UPI,11.59,Delivered,1,174.94
1140,5140,9daac50a,Net Banking,16.19,Delivered,2,1346.82
1141,5141,53b0ac5a,UPI,8.07,Delivered,1,353.84
1142,5142,df9db226,Credit Card,10.57,Delivered,1,357.9
1143,5143,6b305d69,Cash on Delivery,14.51,Delivered,2,1070.32
1144,5144,7210a0d9,UPI,5.27,Delivered,3,2365.78
1145,5145,22814487,Debit Card,15.84,Delivered,1,286.23
1146,5146,39d11da5,Credit Card,17.53,Delivered,2,927.73
1147,5147,3c8bd82b,UPI,10.99,Delivered,2,210.09000000000003
1148,5148,6d15082c,Cash on Delivery,11.72,Delivered,1,378.69
1149,5149,a6e87160,Debit Card,17.77,Delivered,2,235.73000000000002
1150,5150,7d7a97d5,Cash on Delivery,16.63,Delivered,3,818.96
1151,5151,c68d813a,Cash on Delivery,9.32,Delivered,1,278.01
1152,5152,54274aa6,Credit Card,9.86,Delivered,2,846.52
1153,5153,f720b9b7,Debit Card,15.18,Delivered,3,983.56
1154,5154,b505dce0,Net Banking,13.45,Delivered,3,526.25
1155,5155,ac876e50,Credit Card,7.43,Delivered,2,354.18
1156,5156,9b99bfb0,UPI,9.65,Delivered,2,281.94
1157,5157,76559d30,Credit Card,18.5,Delivered,1,73.8
1158,5158,128c7985,Debit Card,15.32,Delivered,2,234.55
1159,5159,4bd29822,UPI,19.79,Delivered,3,563.81
1160,5160,7679f01b,UPI,16.51,Delivered,1,172.2
1161,5161,ed87a707,UPI,19.13,Returned,1,352.6
1162,5162,1be4767d,Net Banking,8.24,Delivered,1,88.3
1163,5163,3958d313,Cash on Delivery,16.57,Delivered,2,261.0
1164,5164,04549848,Net Banking,5.3,Returned,1,797.72
1165,5165,b753077b,Debit Card,15.06,Cancelled,2,1178.17
1166,5166,59e8d716,Debit Card,12.04,Delivered,1,19.08
1167,5167,fda2a523,Debit Card,10.2,Delivered,1,251.16
1168,5168,54b284dd,Cash on Delivery,17.94,Delivered,3,982.22
1169,5169,a577d4b8,UPI,17.81,Delivered,1,1538.44
1170,5170,13ea1730,Credit Card,5.33,Delivered,4,727.77
1171,5171,07bba05f,UPI,14.14,Delivered,1,327.74
1172,5172,96221d7c,Credit Card,10.52,Delivered,2,141.98
1173,5173,cd4393ab,UPI,11.23,Delivered,2,785.66
1174,5174,27a4d0b6,UPI,17.48,Delivered,1,93.17
1175,5175,48cd8d57,Net Banking,9.65,Cancelled,2,469.81
1176,5176,367debf4,UPI,19.15,Delivered,2,560.5600000000001
1177,5177,551a42ec,UPI,7.69,Delivered,1,166.22
1178,5178,01966801,Credit Card,14.94,Delivered,1,775.24
1179,5179,0df32f0e,Net Banking,15.08,Delivered,1,204.7
1180,5180,70152275,Debit Card,8.78,Delivered,3,487.59000000000003
1181,5181,e8f282f4,UPI,9.87,Returned,1,226.44
1182,5182,d9a17f42,Credit Card,17.52,Cancelled,1,398.64
1183,5183,1f830c14,Cash on Delivery,16.43,Delivered,2,534.33
1184,5184,276c64b5,UPI,9.94,Delivered,1,57.54
1185,5185,96bf93b2,Net Banking,13.01,Delivered,3,1204.43
1186,5186,c18f7689,UPI,5.93,Delivered,2,624.26
1187,5187,9c1af3a0,Net Banking,8.13,Delivered,2,114.97999999999999
1188,5188,148aa401,Net Banking,12.29,Delivered,1,95.38
1189,5189,0ac5e876,Cash on Delivery,6.29,Delivered,3,1484.62
1190,5190,7594c248,Credit Card,17.65,Delivered,2,579.28
1191,5191,3c669dc7,UPI,15.77,Delivered,4,1869.84
1192,5192,ad0e6c75,Net Banking,19.15,Returned,2,372.52
1193,5193,0d128e62,Cash on Delivery,15.4,Delivered,1,45.33
1194,5194,83ec11b2,Credit Card,19.11,Delivered,1,238.16
1195,5195,ff9c4ba6,Cash on Delivery,13.32,Delivered,1,386.98
1196,5196,0195ea56,Net Banking,14.0,Delivered,1,265.04
1197,5197,4ad92ea0,Net Banking,19.65,Delivered,1,217.54
1198,5198,9514a796,Net Banking,14.63,Delivered,1,44.08
1199,5199,e7ba49df,UPI,5.46,Delivered,2,351.51
1200,5200,c22bfd43,Net Banking,15.86,Delivered,1,212.0
1201,5201,a12946ef,Debit Card,18.58,Delivered,1,143.77
1202,5202,cca2b172,Net Banking,16.93,Delivered,2,221.56
1203,5203,a4f838a3,Credit Card,13.76,Cancelled,1,310.18
1204,5204,e1b810f9,Net Banking,15.07,Cancelled,1,332.94
1205,5205,68709475,UPI,19.85,Delivered,3,428.13
1206,5206,ebf19184,Net Banking,6.36,Delivered,2,398.84000000000003
1207,5207,65c000fc,Credit Card,15.01,Delivered,1,281.25
1208,5208,5cfc1b16,UPI,9.25,Delivered,2,165.01
1209,5209,df980ec1,Debit Card,14.6,Delivered,2,712.6700000000001
1210,5210,a4f4d94f,Cash on Delivery,14.11,Delivered,2,948.3899999999999
1211,5211,882bc61d,UPI,7.3,Delivered,1,128.13
1212,5212,771b6628,Net Banking,8.1,Delivered,2,305.99
1213,5213,741e480b,Debit Card,14.32,Delivered,3,993.25
1214,5214,c814cdcc,Credit Card,6.92,Cancelled,2,983.26
1215,5215,47f9d151,UPI,8.98,Delivered,2,204.26
1216,5216,3fdcdae8,UPI,17.53,Delivered,2,279.78
1217,5217,a998be79,Debit Card,9.91,Delivered,4,1639.0700000000002
1218,5218,6e2d666a,Cash on Delivery,12.32,Delivered,2,780.14
1219,5219,f574b742,Debit Card,19.12,Delivered,1,560.38
1220,5220,124627c9,Debit Card,8.41,Delivered,1,184.09
1221,5221,a140c968,Cash on Delivery,10.84,Delivered,2,780.5899999999999
1222,5222,4a680801,Debit Card,14.1,Delivered,1,101.9
1223,5223,5c5fea0a,Credit Card,16.33,Delivered,1,1873.72
1224,5224,85bd7667,Credit Card,18.52,Delivered,3,645.86
1225,5225,10dd7b6a,Debit Card,18.73,Returned,1,204.5
1226,5226,1bc373ee,UPI,16.65,Delivered,2,532.6999999999999
1227,5227,701e2225,UPI,8.42,Delivered,2,1070.93
1228,5228,e513db7b,UPI,5.37,Delivered,2,590.8399999999999
1229,5229,5f57fbd4,Net Banking,10.76,Cancelled,1,78.82
1230,5230,bd612ab6,UPI,7.12,Delivered,4,905.62
1231,5231,0a1247ac,UPI,15.66,Delivered,1,418.41
1232,5232,a81bc91d,UPI,14.92,Cancelled,1,152.57
1233,5233,8051cd77,Debit Card,5.66,Delivered,2,660.48
1234,5234,be485d54,Net Banking,17.55,Delivered,2,379.27000000000004
1235,5235,39963ecc,Cash on Delivery,8.73,Delivered,1,333.11
1236,5236,0611293d,UPI,11.48,Delivered,1,313.36
1237,5237,b98e327e,Credit Card,15.02,Delivered,1,398.34
1238,5238,c9d0d662,UPI,11.44,Delivered,1,318.33
1239,5239,10ed87b2,Cash on Delivery,11.62,Delivered,1,231.09
1240,5240,480b55c6,Debit Card,5.98,Delivered,4,413.08
1241,5241,bf16d78e,Debit Card,11.02,Delivered,4,1421.3
1242,5242,02e15abd,Cash on Delivery,16.47,Delivered,2,1123.79
1243,5243,25804b99,Credit Card,18.73,Delivered,1,11.38
1244,5244,1739fa0d,UPI,11.2,Delivered,1,118.81
1245,5245,85817290,Net Banking,11.35,Delivered,1,131.28
1246,5246,9ecfeca6,Cash on Delivery,15.54,Cancelled,3,618.36
1247,5247,50540d6b,Debit Card,19.14,Delivered,1,229.44
1248,5248,bc5c85a5,Net Banking,9.01,Cancelled,1,644.16
1249,5249,7c9639e5,UPI,11.6,Delivered,3,800.39
1250,5250,bdd7eca6,Net Banking,16.94,Delivered,3,1446.8600000000001
1251,5251,6b65ac71,Net Banking,14.15,Delivered,1,429.74
1252,5252,b4fffe29,Net Banking,6.66,Delivered,2,1098.4
1253,5253,99e8f646,Net Banking,14.42,Returned,2,542.21
1254,5254,7fb18eb2,UPI,7.8,Cancelled,1,345.49
1255,5255,f1327a62,Debit Card,12.65,Delivered,2,425.77000000000004
1256,5256,15eb948c,Debit Card,12.94,Delivered,2,2011.63
1257,5257,69436d0b,Debit Card,18.14,Delivered,2,540.06
1258,5258,e8b9a378,Cash on Delivery,11.94,Delivered,2,63.05
1259,5259,71466805,UPI,9.19,Delivered,1,125.99
1260,5260,bb5cf4a3,Cash on Delivery,8.46,Delivered,1,294.79
1261,5261,c8d33b31,Debit Card,18.11,Delivered,2,1067.22
1262,5262,48868729,UPI,7.57,Delivered,3,850.11
1263,5263,1fb7f40c,Net Banking,11.39,Delivered,2,899.22
1264,5264,18fa5e20,Cash on Delivery,7.81,Delivered,1,350.6
1265,5265,50d575f9,UPI,16.6,Delivered,2,67.39999999999999
1266,5266,0c36392d,Cash on Delivery,12.12,Cancelled,2,720.54
1267,5267,3575e317,Net Banking,10.27,Delivered,1,140.26
1268,5268,68376ad1,Cash on Delivery,10.42,Delivered,1,35.51
1269,5269,9ddc1221,Credit Card,17.78,Delivered,2,185.57999999999998
1270,5270,d80ab524,Debit Card,13.31,Delivered,2,840.17
1271,5271,95f589a9,UPI,15.77,Delivered,1,423.82
1272,5272,fc81d481,UPI,18.46,Cancelled,1,573.46
1273,5273,186f1145,Credit Card,18.53,Returned,1,622.82
1274,5274,10ff6293,UPI,9.93,Delivered,1,255.53
1275,5275,664ecafc,Cash on Delivery,19.29,Delivered,3,643.94
1276,5276,4789f600,Net Banking,5.37,Delivered,1,39.14
1277,5277,bcce1ab1,UPI,10.65,Delivered,1,382.72
1278,5278,f85b8d3c,Cash on Delivery,18.44,Delivered,3,1729.1799999999998
1279,5279,771a9563,Net Banking,9.12,Delivered,1,256.51
1280,5280,a6a91079,UPI,9.1,Delivered,1,101.69
1281,5281,e10e5ae0,Cash on Delivery,9.54,Delivered,3,591.23
1282,5282,d1268d51,UPI,14.18,Delivered,2,400.76
1283,5283,d8d9cf8b,UPI,11.57,Delivered,1,82.84
1284,5284,cc9a4a59,Debit Card,15.9,Delivered,2,456.1
1285,5285,4e5efb67,Debit Card,18.42,Delivered,1,98.06
1286,5286,3be9cded,Credit Card,15.11,Delivered,3,825.45
1287,5287,1d8925f0,Cash on Delivery,8.07,Delivered,1,394.59
1288,5288,17ec5173,Cash on Delivery,18.99,Delivered,1,243.7
1289,5289,531b6e08,UPI,8.97,Cancelled,1,601.4
1290,5290,38a1a724,UPI,7.25,Delivered,4,1815.96
1291,5291,aca166ff,Net Banking,6.35,Delivered,2,693.64
1292,5292,b52a9a86,Credit Card,13.45,Delivered,1,104.55
1293,5293,2db259c4,UPI,6.71,Delivered,1,13.88
1294,5294,692bf856,Cash on Delivery,7.08,Delivered,1,99.83
1295,5295,b8e38e07,Credit Card,9.5,Delivered,1,788.22
1296,5296,a3ffda9b,Cash on Delivery,9.22,Returned,1,276.53
1297,5297,d0086a7f,Credit Card,14.06,Delivered,1,343.23
1298,5298,797b1952,Credit Card,17.25,Delivered,1,678.36
1299,5299,0b8bde5a,Debit Card,16.42,Delivered,2,715.79
1300,5300,d8e5dd07,Net Banking,8.94,Delivered,3,544.21
1301,5301,977da8a4,Cash on Delivery,8.68,Delivered,1,31.56
1302,5302,4e3b823e,Credit Card,19.49,Delivered,1,54.03
1303,5303,cc33391a,Net Banking,5.12,Cancelled,1,12.38
1304,5304,7e60caed,Debit Card,18.2,Delivered,2,1274.74
1305,5305,6e2c9c02,UPI,8.0,Delivered,3,755.73
1306,5306,00d8ac27,UPI,19.21,Delivered,2,789.85
1307,5307,0b37db24,Net Banking,10.13,Delivered,1,278.28
1308,5308,4125319c,Net Banking,11.61,Delivered,1,122.36
1309,5309,e1e7e360,Net Banking,15.61,Delivered,1,54.8
1310,5310,1738af2a,UPI,13.82,Cancelled,3,1239.29
1311,5311,6b76e9a1,Credit Card,9.77,Delivered,2,298.25
1312,5312,e2887ed0,Debit Card,13.31,Delivered,1,241.56
1313,5313,7002fcea,Net Banking,15.96,Returned,3,764.84
1314,5314,3b71545e,Cash on Delivery,5.64,Cancelled,1,28.24
1315,5315,c34605d2,UPI,5.17,Delivered,1,430.43
1316,5316,4f2da9a6,Debit Card,11.87,Cancelled,3,974.5699999999999
1317,5317,6bd8fa3a,Net Banking,6.98,Delivered,1,440.91
1318,5318,1711938b,Net Banking,14.97,Delivered,1,229.31
1319,5319,4432a8ba,Debit Card,8.21,Delivered,1,239.13
1320,5320,355f934f,Cash on Delivery,11.49,Cancelled,1,250.92
1321,5321,7ea8278d,UPI,7.97,Delivered,2,700.49
1322,5322,41889d65,Debit Card,13.23,Delivered,1,348.18
1323,5323,03e10273,Debit Card,6.74,Delivered,1,414.27
1324,5324,83732a37,UPI,5.35,Delivered,1,364.08
1325,5325,2e31f938,Net Banking,5.77,Delivered,1,144.94
1326,5326,11d1ef2a,Net Banking,19.31,Delivered,1,140.4
1327,5327,da7bc76a,Credit Card,7.13,Cancelled,1,984.82
1328,5328,c018f6d8,Credit Card,15.63,Delivered,1,261.7
1329,5329,32fbc798,Debit Card,6.02,Delivered,1,786.2
1330,5330,ccc156ec,UPI,6.62,Delivered,1,17.42
1331,5331,0f32a6f6,UPI,12.63,Returned,1,352.94
1332,5332,76a73fcb,Debit Card,11.97,Delivered,2,742.1899999999999
1333,5333,0513a984,Cash on Delivery,19.27,Delivered,4,2079.53
1334,5334,c292a2d7,Cash on Delivery,19.17,Cancelled,1,587.74
1335,5335,519d967d,Debit Card,16.69,Delivered,3,536.56
1336,5336,e70186b8,Credit Card,14.03,Delivered,3,1136.27
1337,5337,74d77f27,Net Banking,11.82,Delivered,2,1159.28
1338,5338,ac83afcb,Cash on Delivery,10.34,Cancelled,2,282.7
1339,5339,140e089c,Debit Card,19.21,Delivered,1,410.41
1340,5340,13649191,Cash on Delivery,14.04,Delivered,1,284.14
1341,5341,5a9a1268,Net Banking,13.69,Cancelled,2,432.64
1342,5342,ba9710b5,Debit Card,8.48,Delivered,1,67.93
1343,5343,4413e887,Cash on Delivery,5.7,Delivered,3,725.76
1344,5344,234be188,UPI,19.18,Delivered,1,419.62
1345,5345,ffda47ed,Credit Card,9.71,Delivered,1,150.34
1346,5346,3dba894a,Net Banking,11.64,Delivered,1,265.44
1347,5347,c4a4411c,Net Banking,6.72,Delivered,2,230.4
1348,5348,268cf1de,Debit Card,17.55,Cancelled,1,244.73
1349,5349,27299b68,Net Banking,5.41,Delivered,1,181.96
1350,5350,361a60b8,Debit Card,17.51,Delivered,3,1400.92
1351,5351,0f083239,Cash on Delivery,7.1,Delivered,1,97.31
1352,5352,8355f413,Cash on Delivery,18.3,Delivered,3,347.22
1353,5353,f4518d7a,Debit Card,15.95,Delivered,1,264.04
1354,5354,fe4d03cd,Net Banking,7.47,Returned,3,656.49
1355,5355,5c4cc9cd,Cash on Delivery,13.49,Delivered,1,711.8100000000001
1356,5356,ffda329b,Debit Card,9.69,Returned,2,230.58
1357,5357,a6cc16ab,Cash on Delivery,7.67,Delivered,1,229.11
1358,5358,ba01f031,UPI,17.89,Delivered,3,994.99
1359,5359,f3cc28a1,Debit Card,11.05,Delivered,1,345.66
1360,5360,eabb8e22,Debit Card,10.98,Delivered,1,244.07
1361,5361,28bc186c,Cash on Delivery,7.55,Delivered,1,154.81
1362,5362,9622a93e,UPI,10.75,Delivered,2,540.37
1363,5363,bebd92ff,Debit Card,18.07,Delivered,1,283.99
1364,5364,f6882c89,Debit Card,10.45,Delivered,1,875.96
1365,5365,5f80fc1b,UPI,19.27,Delivered,2,773.0
1366,5366,99781be9,Credit Card,19.19,Delivered,1,1113.72
1367,5367,116fecb8,Debit Card,7.17,Delivered,1,367.98
1368,5368,f3e36ce3,Credit Card,7.66,Delivered,3,501.73
1369,5369,4c71ecf8,Debit Card,17.94,Delivered,3,464.68
1370,5370,13d4dd27,Net Banking,10.89,Delivered,3,941.97
1371,5371,51dacac1,UPI,5.07,Delivered,1,700.6
1372,5372,e9fde811,Net Banking,9.11,Delivered,1,217.8
1373,5373,a718e1c4,Cash on Delivery,13.96,Delivered,1,431.33
1374,5374,50d80b4e,Credit Card,16.99,Delivered,2,500.31
1375,5375,635563e5,Cash on Delivery,7.0,Cancelled,1,868.94
1376,5376,0ef29560,UPI,6.66,Delivered,1,217.64
1377,5377,edc1d507,Credit Card,18.83,Delivered,1,97.82
1378,5378,968fb1ae,Credit Card,16.27,Delivered,2,1068.43
1379,5379,3474bf64,Net Banking,13.85,Delivered,1,301.74
1380,5380,dc1a6629,Net Banking,16.54,Delivered,1,73.64
1381,5381,9a9e2f5b,UPI,11.43,Returned,1,457.77
1382,5382,54b16993,Cash on Delivery,16.38,Delivered,2,681.76
1383,5383,1e6e48c2,Credit Card,10.58,Delivered,3,916.48
1384,5384,dfb1c808,Credit Card,8.66,Delivered,1,66.82
1385,5385,41622516,UPI,15.94,Delivered,2,1252.11
1386,5386,4ba91354,Net Banking,11.3,Cancelled,3,696.14
1387,5387,9e6fdcc2,Debit Card,19.72,Delivered,3,734.65
1388,5388,a2dd035d,Debit Card,10.24,Delivered,3,786.71
1389,5389,376f737f,Credit Card,18.83,Delivered,1,90.81
1390,5390,748316cb,Debit Card,18.99,Delivered,2,445.69
1391,5391,11692893,UPI,8.63,Delivered,1,258.62
1392,5392,9210ee78,Credit Card,16.97,Cancelled,1,54.76
1393,5393,22fef1b5,Debit Card,11.5,Delivered,1,362.77
1394,5394,ebbfafc3,Credit Card,18.76,Delivered,3,1224.45
1395,5395,ddb4486a,Cash on Delivery,11.75,Delivered,1,716.48
1396,5396,3980a7d0,Cash on Delivery,16.16,Delivered,3,843.6
1397,5397,fc38d815,UPI,12.0,Delivered,3,371.05
1398,5398,f00862a4,Debit Card,8.42,Delivered,2,462.99
1399,5399,e041ced0,Net Banking,7.99,Delivered,1,163.19
1400,5400,db68c3eb,Credit Card,11.38,Delivered,2,1357.12
1401,5401,39b5a2a7,Debit Card,16.33,Cancelled,1,505.24
1402,5402,2af6136c,Net Banking,14.08,Delivered,2,73.58
1403,5403,47a50dbd,Credit Card,15.33,Delivered,1,214.69
1404,5404,c92d8776,Credit Card,9.23,Delivered,2,210.82999999999998
1405,5405,97f73aeb,Credit Card,12.22,Delivered,2,312.54
1406,5406,a1fef607,UPI,5.67,Delivered,1,210.79
1407,5407,12574fb0,UPI,17.26,Cancelled,1,15.4
